name,uid,code,parent,shortName,level,openingDate
Kabeza Village,Kabeza Village,Kabeza Village,Mahoro Cell,Kabeza,6,01-01-00
Mizero Village,Mizero Village,Mizero Village,Mahoro Cell,Mizero,6,01-01-00
Nyabugogo Village,Nyabugogo Village,Nyabugogo Village,Mahoro Cell,Nyabugogo,6,01-01-00
Nyagahita Village,Nyagahita Village,Nyagahita Village,Mahoro Cell,Nyagahita,6,01-01-00
Rebero Village,Rebero Village,Rebero Village,Mahoro Cell,Rebero,6,01-01-00
Rubumba Village,Rubumba Village,Rubumba Village,Mahoro Cell,Rubumba,6,01-01-00
Shenga Village,Shenga Village,Shenga Village,Mahoro Cell,Shenga,6,01-01-00
Mimuri Cell,Mimuri Cell,Mimuri Cell,Mimuri Sector,Mimuri,5,01-01-00
Byimana Village,Byimana Village,Byimana Village,Mimuri Cell,Byimana,6,01-01-00
Indahemuka Village,Indahemuka Village,Indahemuka Village,Mimuri Cell,Indahemuka,6,01-01-00
Isangano Village,Isangano Village,Isangano Village,Mimuri Cell,Isangano,6,01-01-00
Karukwanzi Village,Karukwanzi Village,Karukwanzi Village,Mimuri Cell,Karukwanzi,6,01-01-00
Rebero Village,Rebero Village,Rebero Village,Mimuri Cell,Rebero,6,01-01-00
Rwimirama Village,Rwimirama Village,Rwimirama Village,Mimuri Cell,Rwimirama,6,01-01-00
Rugari Cell,Rugari Cell,Rugari Cell,Mimuri Sector,Rugari,5,01-01-00
Amahoro Village,Amahoro Village,Amahoro Village,Rugari Cell,Amahoro,6,01-01-00
Isangano Village,Isangano Village,Isangano Village,Rugari Cell,Isangano,6,01-01-00
Nteko Village,Nteko Village,Nteko Village,Rugari Cell,Nteko,6,01-01-00
Rebero Village,Rebero Village,Rebero Village,Rugari Cell,Rebero,6,01-01-00
Ubumwe Village,Ubumwe Village,Ubumwe Village,Rugari Cell,Ubumwe,6,01-01-00
Urumuri Village,Urumuri Village,Urumuri Village,Rugari Cell,Urumuri,6,01-01-00
Mukama Sector,Mukama Sector,Mukama Sector,Nyagatare District,Mukama,4,01-01-00
Bufunda Cell,Bufunda Cell,Bufunda Cell,Mukama Sector,Bufunda,5,01-01-00
Bitabo Village,Bitabo Village,Bitabo Village,Bufunda Cell,Bitabo,6,01-01-00
Bufunda Village,Bufunda Village,Bufunda Village,Bufunda Cell,Bufunda,6,01-01-00
Kibihanga Village,Kibihanga Village,Kibihanga Village,Bufunda Cell,Kibihanga,6,01-01-00
Nyakajeje Village,Nyakajeje Village,Nyakajeje Village,Bufunda Cell,Nyakajeje,6,01-01-00
Rebero Village,Rebero Village,Rebero Village,Bufunda Cell,Rebero,6,01-01-00
Gatete Cell,Gatete Cell,Gatete Cell,Mukama Sector,Gatete,5,01-01-00
Gatete I Village,Gatete I Village,Gatete I Village,Gatete Cell,Gatete I,6,01-01-00
Gatete II Village,Gatete II Village,Gatete II Village,Gatete Cell,Gatete II,6,01-01-00
Hunga Village,Hunga Village,Hunga Village,Gatete Cell,Hunga,6,01-01-00
Kazinga Village,Kazinga Village,Kazinga Village,Gatete Cell,Kazinga,6,01-01-00
Rutete Village,Rutete Village,Rutete Village,Gatete Cell,Rutete,6,01-01-00
Ryandahuka Village,Ryandahuka Village,Ryandahuka Village,Gatete Cell,Ryandahuka,6,01-01-00
Gihengeri Cell,Gihengeri Cell,Gihengeri Cell,Mukama Sector,Gihengeri,5,01-01-00
Butare Village,Butare Village,Butare Village,Gihengeri Cell,Butare,6,01-01-00
Butwaro Village,Butwaro Village,Butwaro Village,Gihengeri Cell,Butwaro,6,01-01-00
Gashahi Village,Gashahi Village,Gashahi Village,Gihengeri Cell,Gashahi,6,01-01-00
Gihengeri Village,Gihengeri Village,Gihengeri Village,Gihengeri Cell,Gihengeri,6,01-01-00
Gishoro Village,Gishoro Village,Gishoro Village,Gihengeri Cell,Gishoro,6,01-01-00
Kabongoya I Village,Kabongoya I Village,Kabongoya I Village,Gihengeri Cell,Kabongoya I,6,01-01-00
Kabongoya II Village,Kabongoya II Village,Kabongoya II Village,Gihengeri Cell,Kabongoya II,6,01-01-00
Kigarama Village,Kigarama Village,Kigarama Village,Gihengeri Cell,Kigarama,6,01-01-00
Nyarubuye Village,Nyarubuye Village,Nyarubuye Village,Gihengeri Cell,Nyarubuye,6,01-01-00
Gishororo Cell,Gishororo Cell,Gishororo Cell,Mukama Sector,Gishororo,5,01-01-00
Akinyambo Village,Akinyambo Village,Akinyambo Village,Gishororo Cell,Akinyambo,6,01-01-00
Byumba Village,Byumba Village,Byumba Village,Gishororo Cell,Byumba,6,01-01-00
Kabeza Village,Kabeza Village,Kabeza Village,Gishororo Cell,Kabeza,6,01-01-00
Kabukunzi Village,Kabukunzi Village,Kabukunzi Village,Gishororo Cell,Kabukunzi,6,01-01-00
Kisaro Village,Kisaro Village,Kisaro Village,Gishororo Cell,Kisaro,6,01-01-00
Kagina Cell,Kagina Cell,Kagina Cell,Mukama Sector,Kagina,5,01-01-00
Cyabahurura Village,Cyabahurura Village,Cyabahurura Village,Kagina Cell,Cyabahurura,6,01-01-00
Kagonga Village,Kagonga Village,Kagonga Village,Kagina Cell,Kagonga,6,01-01-00
Kireranyana Village,Kireranyana Village,Kireranyana Village,Kagina Cell,Kireranyana,6,01-01-00
Ngoma Village,Ngoma Village,Ngoma Village,Kagina Cell,Ngoma,6,01-01-00
Nyagatare Village,Nyagatare Village,Nyagatare Village,Kagina Cell,Nyagatare,6,01-01-00
Nyakagarama Village,Nyakagarama Village,Nyakagarama Village,Kagina Cell,Nyakagarama,6,01-01-00
Nyakarama Village,Nyakarama Village,Nyakarama Village,Kagina Cell,Nyakarama,6,01-01-00
Rugarama Cell,Rugarama Cell,Rugarama Cell,Mukama Sector,Rugarama,5,01-01-00
Bukire Village,Bukire Village,Bukire Village,Rugarama Cell,Bukire,6,01-01-00
Byimana Village,Byimana Village,Byimana Village,Rugarama Cell,Byimana,6,01-01-00
Kibondo Village,Kibondo Village,Kibondo Village,Rugarama Cell,Kibondo,6,01-01-00
Kireranyana Village,Kireranyana Village,Kireranyana Village,Rugarama Cell,Kireranyana,6,01-01-00
Nyacyonga Village,Nyacyonga Village,Nyacyonga Village,Rugarama Cell,Nyacyonga,6,01-01-00
Nyakagarama Village,Nyakagarama Village,Nyakagarama Village,Rugarama Cell,Nyakagarama,6,01-01-00
Sipure Village,Sipure Village,Sipure Village,Rugarama Cell,Sipure,6,01-01-00
Musheri Sector,Musheri Sector,Musheri Sector,Nyagatare District,Musheri,4,01-01-00
Kibirizi Cell,Kibirizi Cell,Kibirizi Cell,Musheri Sector,Kibirizi,5,01-01-00
Kabungo Village,Kabungo Village,Kabungo Village,Kibirizi Cell,Kabungo,6,01-01-00
Kibirizi Village,Kibirizi Village,Kibirizi Village,Kibirizi Cell,Kibirizi,6,01-01-00
Nyamenge Village,Nyamenge Village,Nyamenge Village,Kibirizi Cell,Nyamenge,6,01-01-00
Nyamisange Village,Nyamisange Village,Nyamisange Village,Kibirizi Cell,Nyamisange,6,01-01-00
Kijojo Cell,Kijojo Cell,Kijojo Cell,Musheri Sector,Kijojo,5,01-01-00
Kagwegwe Village,Kagwegwe Village,Kagwegwe Village,Kijojo Cell,Kagwegwe,6,01-01-00
Kanyinya Village,Kanyinya Village,Kanyinya Village,Kijojo Cell,Kanyinya,6,01-01-00
Kijojo Village,Kijojo Village,Kijojo Village,Kijojo Cell,Kijojo,6,01-01-00
Rwakabungo Village,Rwakabungo Village,Rwakabungo Village,Kijojo Cell,Rwakabungo,6,01-01-00
Musheri Cell,Musheri Cell,Musheri Cell,Musheri Sector,Musheri,5,01-01-00
Gakiri Village,Gakiri Village,Gakiri Village,Musheri Cell,Gakiri,6,01-01-00
Kiyaza Village,Kiyaza Village,Kiyaza Village,Musheri Cell,Kiyaza,6,01-01-00
Mugari Village,Mugari Village,Mugari Village,Musheri Cell,Mugari,6,01-01-00
Musheri Village,Musheri Village,Musheri Village,Musheri Cell,Musheri,6,01-01-00
Ntoma Cell,Ntoma Cell,Ntoma Cell,Musheri Sector,Ntoma,5,01-01-00
Bikonoka Village,Bikonoka Village,Bikonoka Village,Ntoma Cell,Bikonoka,6,01-01-00
Murisanga Village,Murisanga Village,Murisanga Village,Ntoma Cell,Murisanga,6,01-01-00
Ntoma Village,Ntoma Village,Ntoma Village,Ntoma Cell,Ntoma,6,01-01-00
Rukundo Village,Rukundo Village,Rukundo Village,Ntoma Cell,Rukundo,6,01-01-00
Rutarama Village,Rutarama Village,Rutarama Village,Ntoma Cell,Rutarama,6,01-01-00
Nyagatabire Cell,Nyagatabire Cell,Nyagatabire Cell,Musheri Sector,Nyagatabire,5,01-01-00
Gikunyu Village,Gikunyu Village,Gikunyu Village,Nyagatabire Cell,Gikunyu,6,01-01-00
Mushorerwa Village,Mushorerwa Village,Mushorerwa Village,Nyagatabire Cell,Mushorerwa,6,01-01-00
Nyagatabire Village,Nyagatabire Village,Nyagatabire Village,Nyagatabire Cell,Nyagatabire,6,01-01-00
Rugarama Village,Rugarama Village,Rugarama Village,Nyagatabire Cell,Rugarama,6,01-01-00
Nyamiyonga Cell,Nyamiyonga Cell,Nyamiyonga Cell,Musheri Sector,Nyamiyonga,5,01-01-00
Cyenombe Village,Cyenombe Village,Cyenombe Village,Nyamiyonga Cell,Cyenombe,6,01-01-00
Isangano Village,Isangano Village,Isangano Village,Nyamiyonga Cell,Isangano,6,01-01-00
Nyamiyonga Village,Nyamiyonga Village,Nyamiyonga Village,Nyamiyonga Cell,Nyamiyonga,6,01-01-00
Shirimpumu Village,Shirimpumu Village,Shirimpumu Village,Nyamiyonga Cell,Shirimpumu,6,01-01-00
Rugarama I Cell,Rugarama I Cell,Rugarama I Cell,Musheri Sector,Rugarama I,5,01-01-00
Humure Village,Humure Village,Humure Village,Rugarama I Cell,Humure,6,01-01-00
Karambi Village,Karambi Village,Karambi Village,Rugarama I Cell,Karambi,6,01-01-00
Karuca Village,Karuca Village,Karuca Village,Rugarama I Cell,Karuca,6,01-01-00
Nyabyihura Village,Nyabyihura Village,Nyabyihura Village,Rugarama I Cell,Nyabyihura,6,01-01-00
Rugarama II Cell,Rugarama II Cell,Rugarama II Cell,Musheri Sector,Rugarama II,5,01-01-00
Kibitaka Village,Kibitaka Village,Kibitaka Village,Rugarama II Cell,Kibitaka,6,01-01-00
Rebero Village,Rebero Village,Rebero Village,Rugarama II Cell,Rebero,6,01-01-00
Rwenyana Village,Rwenyana Village,Rwenyana Village,Rugarama II Cell,Rwenyana,6,01-01-00
Umunini Village,Umunini Village,Umunini Village,Rugarama II Cell,Umunini,6,01-01-00
Nyagatare Sector,Nyagatare Sector,Nyagatare Sector,Nyagatare District,Nyagatare,4,01-01-00
Barija Cell,Barija Cell,Barija Cell,Nyagatare Sector,Barija,5,01-01-00
Barija A Village,Barija A Village,Barija A Village,Barija Cell,Barija A,6,01-01-00
Barija B Village,Barija B Village,Barija B Village,Barija Cell,Barija B,6,01-01-00
Burumba Village,Burumba Village,Burumba Village,Barija Cell,Burumba,6,01-01-00
Kinihira Village,Kinihira Village,Kinihira Village,Barija Cell,Kinihira,6,01-01-00
Bushoga Cell,Bushoga Cell,Bushoga Cell,Nyagatare Sector,Bushoga,5,01-01-00
Bushoga Village,Bushoga Village,Bushoga Village,Bushoga Cell,Bushoga,6,01-01-00
Cyabahanga Village,Cyabahanga Village,Cyabahanga Village,Bushoga Cell,Cyabahanga,6,01-01-00
Cyonyo Village,Cyonyo Village,Cyonyo Village,Bushoga Cell,Cyonyo,6,01-01-00
Ruhuha I Village,Ruhuha I Village,Ruhuha I Village,Bushoga Cell,Ruhuha I,6,01-01-00
Ruhuha II Village,Ruhuha II Village,Ruhuha II Village,Bushoga Cell,Ruhuha II,6,01-01-00
Ryinkuyu Village,Ryinkuyu Village,Ryinkuyu Village,Bushoga Cell,Ryinkuyu,6,01-01-00
Cyabayaga Cell,Cyabayaga Cell,Cyabayaga Cell,Nyagatare Sector,Cyabayaga,5,01-01-00
Akamonyi Village,Akamonyi Village,Akamonyi Village,Cyabayaga Cell,Akamonyi,6,01-01-00
Bihinga Village,Bihinga Village,Bihinga Village,Cyabayaga Cell,Bihinga,6,01-01-00
Cyabayaga Village,Cyabayaga Village,Cyabayaga Village,Cyabayaga Cell,Cyabayaga,6,01-01-00
Nyakabuye Village,Nyakabuye Village,Nyakabuye Village,Cyabayaga Cell,Nyakabuye,6,01-01-00
Urugero Village,Urugero Village,Urugero Village,Cyabayaga Cell,Urugero,6,01-01-00
Gakirage Cell,Gakirage Cell,Gakirage Cell,Nyagatare Sector,Gakirage,5,01-01-00
Gakirage Village,Gakirage Village,Gakirage Village,Gakirage Cell,Gakirage,6,01-01-00
Kiboga I Village,Kiboga I Village,Kiboga I Village,Gakirage Cell,Kiboga I,6,01-01-00
Kiboga II Village,Kiboga II Village,Kiboga II Village,Gakirage Cell,Kiboga II,6,01-01-00
Mihingo Village,Mihingo Village,Mihingo Village,Gakirage Cell,Mihingo,6,01-01-00
Nkongi Village,Nkongi Village,Nkongi Village,Gakirage Cell,Nkongi,6,01-01-00
Urumuri Village,Urumuri Village,Urumuri Village,Gakirage Cell,Urumuri,6,01-01-00
Kamagiri Cell,Kamagiri Cell,Kamagiri Cell,Nyagatare Sector,Kamagiri,5,01-01-00
Kamagiri Village,Kamagiri Village,Kamagiri Village,Kamagiri Cell,Kamagiri,6,01-01-00
Karungi Village,Karungi Village,Karungi Village,Kamagiri Cell,Karungi,6,01-01-00
Nkerenke Village,Nkerenke Village,Nkerenke Village,Kamagiri Cell,Nkerenke,6,01-01-00
Nsheke Cell,Nsheke Cell,Nsheke Cell,Nyagatare Sector,Nsheke,5,01-01-00
Kabare Village,Kabare Village,Kabare Village,Nsheke Cell,Kabare,6,01-01-00
Nsheke Village,Nsheke Village,Nsheke Village,Nsheke Cell,Nsheke,6,01-01-00
Nyegeza Village,Nyegeza Village,Nyegeza Village,Nsheke Cell,Nyegeza,6,01-01-00
Nyagatare Cell,Nyagatare Cell,Nyagatare Cell,Nyagatare Sector,Nyagatare,5,01-01-00
Mirama I Village,Mirama I Village,Mirama I Village,Nyagatare Cell,Mirama I,6,01-01-00
Mirama II Village,Mirama II Village,Mirama II Village,Nyagatare Cell,Mirama II,6,01-01-00
Nyagatare I Village,Nyagatare I Village,Nyagatare I Village,Nyagatare Cell,Nyagatare I,6,01-01-00
Nyagatare II Village,Nyagatare II Village,Nyagatare II Village,Nyagatare Cell,Nyagatare II,6,01-01-00
Nyagatare III Village,Nyagatare III Village,Nyagatare III Village,Nyagatare Cell,Nyagatare III,6,01-01-00
Rutaraka Cell,Rutaraka Cell,Rutaraka Cell,Nyagatare Sector,Rutaraka,5,01-01-00
Gihorobwa Village,Gihorobwa Village,Gihorobwa Village,Rutaraka Cell,Gihorobwa,6,01-01-00
Mugari Village,Mugari Village,Mugari Village,Rutaraka Cell,Mugari,6,01-01-00
Nkonji Village,Nkonji Village,Nkonji Village,Rutaraka Cell,Nkonji,6,01-01-00
Rutaraka Village,Rutaraka Village,Rutaraka Village,Rutaraka Cell,Rutaraka,6,01-01-00
Ryabega Village,Ryabega Village,Ryabega Village,Rutaraka Cell,Ryabega,6,01-01-00
Ryabega Cell,Ryabega Cell,Ryabega Cell,Nyagatare Sector,Ryabega,5,01-01-00
Marongero Village,Marongero Village,Marongero Village,Ryabega Cell,Marongero,6,01-01-00
Rugendo Village,Rugendo Village,Rugendo Village,Ryabega Cell,Rugendo,6,01-01-00
Ryabega Village,Ryabega Village,Ryabega Village,Ryabega Cell,Ryabega,6,01-01-00
Rukomo Sector,Rukomo Sector,Rukomo Sector,Nyagatare District,Rukomo,4,01-01-00
Gahurura Cell,Gahurura Cell,Gahurura Cell,Rukomo Sector,Gahurura,5,01-01-00
Amahoro Village,Amahoro Village,Amahoro Village,Gahurura Cell,Amahoro,6,01-01-00
Busasamana Village,Busasamana Village,Busasamana Village,Gahurura Cell,Busasamana,6,01-01-00
Isangano Village,Isangano Village,Isangano Village,Gahurura Cell,Isangano,6,01-01-00
Nomero I Village,Nomero I Village,Nomero I Village,Gahurura Cell,Nomero I,6,01-01-00
Rambura Village,Rambura Village,Rambura Village,Gahurura Cell,Rambura,6,01-01-00
Ruyonza Village,Ruyonza Village,Ruyonza Village,Gahurura Cell,Ruyonza,6,01-01-00
Ubumwe Village,Ubumwe Village,Ubumwe Village,Gahurura Cell,Ubumwe,6,01-01-00
Urugwiro Village,Urugwiro Village,Urugwiro Village,Gahurura Cell,Urugwiro,6,01-01-00
Urukundo Village,Urukundo Village,Urukundo Village,Gahurura Cell,Urukundo,6,01-01-00
Urumuri Village,Urumuri Village,Urumuri Village,Gahurura Cell,Urumuri,6,01-01-00
Gashenyi Cell,Gashenyi Cell,Gashenyi Cell,Rukomo Sector,Gashenyi,5,01-01-00
Agasasa Village,Agasasa Village,Agasasa Village,Gashenyi Cell,Agasasa,6,01-01-00
Bukamba Village,Bukamba Village,Bukamba Village,Gashenyi Cell,Bukamba,6,01-01-00
Gashenyi Village,Gashenyi Village,Gashenyi Village,Gashenyi Cell,Gashenyi,6,01-01-00
Gisenyi Village,Gisenyi Village,Gisenyi Village,Gashenyi Cell,Gisenyi,6,01-01-00
Huriro Village,Huriro Village,Huriro Village,Gashenyi Cell,Huriro,6,01-01-00
Isangano Village,Isangano Village,Isangano Village,Gashenyi Cell,Isangano,6,01-01-00
Kiyovu Village,Kiyovu Village,Kiyovu Village,Gashenyi Cell,Kiyovu,6,01-01-00
Murore Village,Murore Village,Murore Village,Gashenyi Cell,Murore,6,01-01-00
Nyamirambo Village,Nyamirambo Village,Nyamirambo Village,Gashenyi Cell,Nyamirambo,6,01-01-00
Rebero Village,Rebero Village,Rebero Village,Gashenyi Cell,Rebero,6,01-01-00
Rukomo Village,Rukomo Village,Rukomo Village,Gashenyi Cell,Rukomo,6,01-01-00
Rurembo Village,Rurembo Village,Rurembo Village,Gashenyi Cell,Rurembo,6,01-01-00
Nyakagarama Cell,Nyakagarama Cell,Nyakagarama Cell,Rukomo Sector,Nyakagarama,5,01-01-00
Akamashama Village,Akamashama Village,Akamashama Village,Nyakagarama Cell,Akamashama,6,01-01-00
Akamasheka Village,Akamasheka Village,Akamasheka Village,Nyakagarama Cell,Akamasheka,6,01-01-00
Amahoro Village,Amahoro Village,Amahoro Village,Nyakagarama Cell,Amahoro,6,01-01-00
Amizero Village,Amizero Village,Amizero Village,Nyakagarama Cell,Amizero,6,01-01-00
Gashenyi Village,Gashenyi Village,Gashenyi Village,Nyakagarama Cell,Gashenyi,6,01-01-00
Gashura Village,Gashura Village,Gashura Village,Nyakagarama Cell,Gashura,6,01-01-00
Isangano Village,Isangano Village,Isangano Village,Nyakagarama Cell,Isangano,6,01-01-00
Karugondo Village,Karugondo Village,Karugondo Village,Nyakagarama Cell,Karugondo,6,01-01-00
Kayenzi Village,Kayenzi Village,Kayenzi Village,Nyakagarama Cell,Kayenzi,6,01-01-00
Musenyi Village,Musenyi Village,Musenyi Village,Nyakagarama Cell,Musenyi,6,01-01-00
Nyakagarama Village,Nyakagarama Village,Nyakagarama Village,Nyakagarama Cell,Nyakagarama,6,01-01-00
Nyamworoma Village,Nyamworoma Village,Nyamworoma Village,Nyakagarama Cell,Nyamworoma,6,01-01-00
Rukomo II Cell,Rukomo II Cell,Rukomo II Cell,Rukomo Sector,Rukomo II,5,01-01-00
Amahoro Village,Amahoro Village,Amahoro Village,Rukomo II Cell,Amahoro,6,01-01-00
Berwa Village,Berwa Village,Berwa Village,Rukomo II Cell,Berwa,6,01-01-00
Isangano Village,Isangano Village,Isangano Village,Rukomo II Cell,Isangano,6,01-01-00
Kabeza Village,Kabeza Village,Kabeza Village,Rukomo II Cell,Kabeza,6,01-01-00
Mwurirwa Village,Mwurirwa Village,Mwurirwa Village,Rukomo II Cell,Mwurirwa,6,01-01-00
Nyange Village,Nyange Village,Nyange Village,Rukomo II Cell,Nyange,6,01-01-00
Nyarubuye Village,Nyarubuye Village,Nyarubuye Village,Rukomo II Cell,Nyarubuye,6,01-01-00
Nyarurama Village,Nyarurama Village,Nyarurama Village,Rukomo II Cell,Nyarurama,6,01-01-00
Rebero Village,Rebero Village,Rebero Village,Rukomo II Cell,Rebero,6,01-01-00
Rugabano Village,Rugabano Village,Rugabano Village,Rukomo II Cell,Rugabano,6,01-01-00
Rurenge Cell,Rurenge Cell,Rurenge Cell,Rukomo Sector,Rurenge,5,01-01-00
Akajuka Village,Akajuka Village,Akajuka Village,Rurenge Cell,Akajuka,6,01-01-00
Benishyaka Village,Benishyaka Village,Benishyaka Village,Rurenge Cell,Benishyaka,6,01-01-00
Biryogo Village,Biryogo Village,Biryogo Village,Rurenge Cell,Biryogo,6,01-01-00
Kabeza Village,Kabeza Village,Kabeza Village,Rurenge Cell,Kabeza,6,01-01-00
Kabusunzu Village,Kabusunzu Village,Kabusunzu Village,Rurenge Cell,Kabusunzu,6,01-01-00
Nyabwunyu Village,Nyabwunyu Village,Nyabwunyu Village,Rurenge Cell,Nyabwunyu,6,01-01-00
Nyamirambo Village,Nyamirambo Village,Nyamirambo Village,Rurenge Cell,Nyamirambo,6,01-01-00
Rurenge Village,Rurenge Village,Rurenge Village,Rurenge Cell,Rurenge,6,01-01-00
Rushashi Village,Rushashi Village,Rushashi Village,Rurenge Cell,Rushashi,6,01-01-00
Rwiju Village,Rwiju Village,Rwiju Village,Rurenge Cell,Rwiju,6,01-01-00
Rwempasha Sector,Rwempasha Sector,Rwempasha Sector,Nyagatare District,Rwempasha,4,01-01-00
Cyenjonjo Cell,Cyenjonjo Cell,Cyenjonjo Cell,Rwempasha Sector,Cyenjonjo,5,01-01-00
Cyenjonjo I Village,Cyenjonjo I Village,Cyenjonjo I Village,Cyenjonjo Cell,Cyenjonjo I,6,01-01-00
Cyenjonjo II Village,Cyenjonjo II Village,Cyenjonjo II Village,Cyenjonjo Cell,Cyenjonjo II,6,01-01-00
Rutare II Village,Rutare II Village,Rutare II Village,Cyenjonjo Cell,Rutare II,6,01-01-00
Gasinga Cell,Gasinga Cell,Gasinga Cell,Rwempasha Sector,Gasinga,5,01-01-00
Gasinga Village,Gasinga Village,Gasinga Village,Gasinga Cell,Gasinga,6,01-01-00
Nyendo Village,Nyendo Village,Nyendo Village,Gasinga Cell,Nyendo,6,01-01-00
Rwibishorogoto Village,Rwibishorogoto Village,Rwibishorogoto Village,Gasinga Cell,Rwibishorogoto,6,01-01-00
Kabare Cell,Kabare Cell,Kabare Cell,Rwempasha Sector,Kabare,5,01-01-00
Gituro Village,Gituro Village,Gituro Village,Kabare Cell,Gituro,6,01-01-00
Kabare Village,Kabare Village,Kabare Village,Kabare Cell,Kabare,6,01-01-00
Ururimbi Village,Ururimbi Village,Ururimbi Village,Kabare Cell,Ururimbi,6,01-01-00
Kazaza Cell,Kazaza Cell,Kazaza Cell,Rwempasha Sector,Kazaza,5,01-01-00
Gakindo Village,Gakindo Village,Gakindo Village,Kazaza Cell,Gakindo,6,01-01-00
Kazaza Village,Kazaza Village,Kazaza Village,Kazaza Cell,Kazaza,6,01-01-00
Rukiri Village,Rukiri Village,Rukiri Village,Kazaza Cell,Rukiri,6,01-01-00
Mishenyi Cell,Mishenyi Cell,Mishenyi Cell,Rwempasha Sector,Mishenyi,5,01-01-00
Gicwamba Village,Gicwamba Village,Gicwamba Village,Mishenyi Cell,Gicwamba,6,01-01-00
Kinungu Village,Kinungu Village,Kinungu Village,Mishenyi Cell,Kinungu,6,01-01-00
Mishenyi Village,Mishenyi Village,Mishenyi Village,Mishenyi Cell,Mishenyi,6,01-01-00
Rugarama Cell,Rugarama Cell,Rugarama Cell,Rwempasha Sector,Rugarama,5,01-01-00
Bubare Village,Bubare Village,Bubare Village,Rugarama Cell,Bubare,6,01-01-00
Rugarama Village,Rugarama Village,Rugarama Village,Rugarama Cell,Rugarama,6,01-01-00
Rukorota Cell,Rukorota Cell,Rukorota Cell,Rwempasha Sector,Rukorota,5,01-01-00
Bukonji Village,Bukonji Village,Bukonji Village,Rukorota Cell,Bukonji,6,01-01-00
Rukorota Village,Rukorota Village,Rukorota Village,Rukorota Cell,Rukorota,6,01-01-00
Rutare Cell,Rutare Cell,Rutare Cell,Rwempasha Sector,Rutare,5,01-01-00
Mashaka Village,Mashaka Village,Mashaka Village,Rutare Cell,Mashaka,6,01-01-00
Nshuli Village,Nshuli Village,Nshuli Village,Rutare Cell,Nshuli,6,01-01-00
Rutare Village,Rutare Village,Rutare Village,Rutare Cell,Rutare,6,01-01-00
Rwempasha Cell,Rwempasha Cell,Rwempasha Cell,Rwempasha Sector,Rwempasha,5,01-01-00
Nyarubare Village,Nyarubare Village,Nyarubare Village,Rwempasha Cell,Nyarubare,6,01-01-00
Rwahi Village,Rwahi Village,Rwahi Village,Rwempasha Cell,Rwahi,6,01-01-00
Rwempasha Village,Rwempasha Village,Rwempasha Village,Rwempasha Cell,Rwempasha,6,01-01-00
Uwinkiko Village,Uwinkiko Village,Uwinkiko Village,Rwempasha Cell,Uwinkiko,6,01-01-00
Ryeru Cell,Ryeru Cell,Ryeru Cell,Rwempasha Sector,Ryeru,5,01-01-00
Bweya Village,Bweya Village,Bweya Village,Ryeru Cell,Bweya,6,01-01-00
Ryeru Village,Ryeru Village,Ryeru Village,Ryeru Cell,Ryeru,6,01-01-00
Rwimiyaga Sector,Rwimiyaga Sector,Rwimiyaga Sector,Nyagatare District,Rwimiyaga,4,01-01-00
Gacundezi Cell,Gacundezi Cell,Gacundezi Cell,Rwimiyaga Sector,Gacundezi,5,01-01-00
